domain,grain,record_id,source_row_id,source_file,source_sheet,source_row_number,year,data_confidence_score,data_confidence_marker,data_quality_issue_count,data_quality_highest_severity,record_date,worker_id,case_id,sex,age,role,worker_category,region,district,commune,fokontany,zone_type,attached_csb,start_date,current_status,inactive_reason,has_training,training_list,has_materials,materials_list,has_financial_support,financial_support_list,reports_monthly_rma,meeting_participation,has_bicycle,transport_mode,distant_hamlet_distance_km,home_visit_travel_duration_hours,households_served,recommended_by_csb
community,worker,chw_4e8ddf9dd280eb5d14b88e0b,4e8ddf9dd280eb5d14b88e0b,data_PROFESS_2026-06-27.xlsx,Sheet1,51,2026,1.0,high,1,info,2026-01-21,D002-0000078,31e46c6c-6074-4020-a532-9ddb4e058f66,female,43,ac,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tongoarahamba,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,sac_a_dos autre,oui,Indemnités/ et Formation,1-3,oui,non,a_pied,5,5,125,oui
community,worker,chw_bbb634a8ed6ff17fab0f88ec,bbb634a8ed6ff17fab0f88ec,data_PROFESS_2026-06-27.xlsx,Sheet1,52,2026,1.0,high,1,info,2026-01-21,D002-0000079,fbf84ea5-17f4-471d-a9e0-3c285a27446b,female,33,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Antanivao,Accès normale,CSB2 Ambahikily,2023-07-20,Actif,,oui,sante_maternelle sante_de_lenfant vaccination autres,oui,sac_a_dos autre,oui,Formation,aucun,non,non,a_pied,3,2,100,oui
community,worker,chw_316e3df2e3ee43e86dc7d526,316e3df2e3ee43e86dc7d526,data_PROFESS_2026-06-27.xlsx,Sheet1,53,2026,1.0,high,1,info,2026-01-21,D002-0000080,7932da81-396e-4b35-ac5c-605cfd602c01,female,41,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Antanivao,Accès normale,CSB2 Ambahikily,2023-07-20,Actif,,oui,sante_maternelle sante_de_lenfant autres,oui,sac_a_dos autre,oui,Formation,1-3,oui,non,a_pied,0,4,20,oui
community,worker,chw_92a4004788c8b8699a9eac16,92a4004788c8b8699a9eac16,data_PROFESS_2026-06-27.xlsx,Sheet1,54,2026,1.0,high,1,info,2026-01-21,D002-0000023,68eb8b89-df6b-464f-b972-cadc34831571,male,25,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,t_shirt gilet gai sac_a_dos,oui,indemnité formation,1-3,oui,oui,vlo,1,1,120,oui
community,worker,chw_b9f86ccbaf4d3c6ce22b4d55,b9f86ccbaf4d3c6ce22b4d55,data_PROFESS_2026-06-27.xlsx,Sheet1,55,2026,1.0,high,1,info,2026-01-21,D002-0000024,31444ea5-aaba-4098-b80b-38e9806a79a8,female,45,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Ambahikily,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet gai sac_a_dos,oui,indemnité,1-3,oui,non,a_pied,5,1,200,oui
community,worker,chw_3c95c4ee402a1fe86f941e5b,3c95c4ee402a1fe86f941e5b,data_PROFESS_2026-06-27.xlsx,Sheet1,56,2026,1.0,high,1,info,2026-01-21,D002-0000025,2169d834-6617-4d05-b62f-bb328666165f,female,30,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet gai sac_a_dos,oui,indemnité formation,aucun,oui,non,a_pied,7,1,175,oui
community,worker,chw_05fbbfc494458021471de256,05fbbfc494458021471de256,data_PROFESS_2026-06-27.xlsx,Sheet1,57,2026,1.0,high,1,info,2026-01-21,D002-0000026,ee56dc4f-cde9-4cd0-9e14-054ecedb4b99,male,22,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,t_shirt gilet gai sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,3,2,80,oui
community,worker,chw_7fcf76485fc45cd1c00871f6,7fcf76485fc45cd1c00871f6,data_PROFESS_2026-06-27.xlsx,Sheet1,58,2026,1.0,high,1,info,2026-01-21,D002-0000027,ab681b96-6c9f-4d6b-9c78-9220d8be0882,male,27,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Antanivao,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet sac_a_dos,oui,indemité,aucun,oui,non,a_pied,1,1,30,oui
community,worker,chw_5460882a783b630ecaef312e,5460882a783b630ecaef312e,data_PROFESS_2026-06-27.xlsx,Sheet1,59,2026,1.0,high,1,info,2026-01-21,D002-0000028,807d7218-3745-4a36-8a42-60ef1d04dda1,male,23,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle,oui,gilet gai sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,3,1,100,oui
community,worker,chw_a635b4204301445341bb5337,a635b4204301445341bb5337,data_PROFESS_2026-06-27.xlsx,Sheet1,60,2026,1.0,high,1,info,2026-01-21,D002-0000029,933ef01a-61a0-4dfb-aa5e-8c2a2b04026f,male,23,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,t_shirt gilet sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,3,3,350,oui
community,worker,chw_af96fad585504e556ef99cb9,af96fad585504e556ef99cb9,data_PROFESS_2026-06-27.xlsx,Sheet1,61,2026,1.0,high,1,info,2026-01-21,D002-0000030,2547fa32-1ca5-40d9-b69b-abbea4da46bd,female,28,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Ambalamoa,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet sac_a_dos,oui,indemnité,1-3,oui,non,a_pied,5,1,150,oui
community,worker,chw_2e4373f1fa6128f235888d29,2e4373f1fa6128f235888d29,data_PROFESS_2026-06-27.xlsx,Sheet1,62,2026,1.0,high,1,info,2026-01-21,D002-0000031,cc672343-61e7-4532-b863-8367450d93e3,male,29,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,non,,oui,indemnité,aucun,pas_de_regroupement_les_3_derniers_mois,non,a_pied,1,1,200,oui
community,worker,chw_51ef1b71ae15e9bf4c08c574,51ef1b71ae15e9bf4c08c574,data_PROFESS_2026-06-27.xlsx,Sheet1,63,2026,1.0,high,1,info,2026-01-21,D002-0000033,23d9b2c8-a65a-43d0-905f-080a1a87b824,male,25,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet gai sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,1,2,250,oui
community,worker,chw_f0ad5bbeb541f3e561530cfd,f0ad5bbeb541f3e561530cfd,data_PROFESS_2026-06-27.xlsx,Sheet1,64,2026,1.0,high,1,info,2026-01-21,D002-0000052,d1c7ed13-4791-4be2-a345-0ffc7e3832a7,male,37,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet sac_a_dos,oui,"indemnité , bonus",aucun,oui,non,a_pied,4,3,80,oui
community,worker,chw_136412392ea70120ec8e8ab9,136412392ea70120ec8e8ab9,data_PROFESS_2026-06-27.xlsx,Sheet1,65,2026,1.0,high,1,info,2026-01-21,D002-0000053,08df918f-c045-4768-a93c-da1eee473872,male,32,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,4,5,250,oui
community,worker,chw_e651ef134025589e4b0e95d6,e651ef134025589e4b0e95d6,data_PROFESS_2026-06-27.xlsx,Sheet1,66,2026,1.0,high,1,info,2026-01-21,D002-0000054,3d69546a-c263-416c-a760-fb2fd00014b0,male,22,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet gai sac_a_dos,oui,indemnité,1-3,oui,non,a_pied,5,2,200,oui
community,worker,chw_a52c545f09cbc097bf6d6ed9,a52c545f09cbc097bf6d6ed9,data_PROFESS_2026-06-27.xlsx,Sheet1,67,2026,1.0,high,1,info,2026-01-21,D002-0000055,128ef212-c403-4058-a515-303d099f675f,male,32,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,t_shirt gilet gai sac_a_dos,oui,indemnité,1-3,oui,non,a_pied,4,2,60,oui
community,worker,chw_7c70a79aad17db9c5b867c9e,7c70a79aad17db9c5b867c9e,data_PROFESS_2026-06-27.xlsx,Sheet1,68,2026,1.0,high,1,info,2026-01-21,D002-0000056,acfdd39c-f5e6-4080-8501-19b03a84ccd6,male,24,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,t_shirt gilet gai sac_a_dos,oui,indemnité,1-3,oui,non,a_pied,9,4,70,oui
community,worker,chw_7fad72c9a0e850afc9f624c7,7fad72c9a0e850afc9f624c7,data_PROFESS_2026-06-27.xlsx,Sheet1,69,2026,1.0,high,1,info,2026-01-21,D002-0000057,a6a74241-6797-46d0-9337-d5903a49d3a2,male,29,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,t_shirt gilet gai sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,5,3,250,oui
community,worker,chw_e0a18952974064a66c14b846,e0a18952974064a66c14b846,data_PROFESS_2026-06-27.xlsx,Sheet1,70,2026,1.0,high,1,info,2026-01-21,D002-0000058,81e62967-b4b9-43b7-adcc-6c72197ab6f3,male,72,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Ambahikily,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,8,5,500,oui
community,worker,chw_43fa3c0f9ab6b839ea66e771,43fa3c0f9ab6b839ea66e771,data_PROFESS_2026-06-27.xlsx,Sheet1,71,2026,1.0,high,1,info,2026-01-21,D002-0000059,7b07dbd5-a925-46c4-b879-ef04c70653f7,male,27,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2022-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,t_shirt gilet sac_a_dos,oui,indemnité,1-3,oui,non,a_pied,4,1,350,oui
community,worker,chw_abf01d005e3dc5e5571f3bd6,abf01d005e3dc5e5571f3bd6,data_PROFESS_2026-06-27.xlsx,Sheet1,72,2026,1.0,high,1,info,2026-01-21,D002-0000060,f6c15051-2437-4521-8de5-4781ccf41d0e,male,23,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,3,2,82,oui
community,worker,chw_a83ad904c66e3b25e2916c58,a83ad904c66e3b25e2916c58,data_PROFESS_2026-06-27.xlsx,Sheet1,73,2026,1.0,high,1,info,2026-01-21,D002-0000061,7df4447a-23e1-4a20-9e12-b55dd6516191,male,30,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,t_shirt gilet gai sac_a_dos,oui,indemnité,1-3,oui,non,a_pied,4,5,60,oui
community,worker,chw_01a18c6010beb7223cf75586,01a18c6010beb7223cf75586,data_PROFESS_2026-06-27.xlsx,Sheet1,74,2026,1.0,high,1,info,2026-01-21,D002-0000082,3da6c0a3-b13f-432a-aa54-706144e6ceb8,female,25,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,gilet sac_a_dos,oui,indemnité,1-3,oui,non,a_pied,6,4,100,oui
community,worker,chw_9f874077f4fd792eb984e53c,9f874077f4fd792eb984e53c,data_PROFESS_2026-06-27.xlsx,Sheet1,75,2026,1.0,high,1,info,2026-01-21,D002-0000083,870d7b90-a3d5-4156-89b0-d1c715804e52,female,34,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2026-01-21,Actif,,oui,sante_maternelle sante_de_lenfant,oui,sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,6,2,100,oui
community,worker,chw_bc9b4be977075051ccb85892,bc9b4be977075051ccb85892,data_PROFESS_2026-06-27.xlsx,Sheet1,76,2026,1.0,high,1,info,2026-01-21,D002-0000084,1e4bdfd8-31ed-446e-949d-c458a919a7f0,female,46,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,6,2,80,oui
community,worker,chw_152a65355bbf470965357b44,152a65355bbf470965357b44,data_PROFESS_2026-06-27.xlsx,Sheet1,77,2026,1.0,high,1,info,2026-01-21,D002-0000085,075c3caf-d854-4aeb-8786-4c868ac0bb20,male,29,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,6,2,90,oui
community,worker,chw_10169afb2049216581af12f3,10169afb2049216581af12f3,data_PROFESS_2026-06-27.xlsx,Sheet1,78,2026,1.0,high,1,info,2026-01-21,D002-0000086,7f300b7a-9fb4-4a84-9111-007708454a6c,male,37,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Antanivao,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,1,4,28,oui
community,worker,chw_c3fe75aefadf685f988b4ab0,c3fe75aefadf685f988b4ab0,data_PROFESS_2026-06-27.xlsx,Sheet1,79,2026,1.0,high,1,info,2026-01-21,D002-0000087,16c724fa-6cd6-4406-aff1-a2f85f71007e,female,25,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tongoarahamba,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet gai sac_a_dos,oui,indemnité,aucun,pas_de_regroupement_les_3_derniers_mois,non,a_pied,1,1,150,oui
community,worker,chw_ca2093de5124ce6a4ba000c8,ca2093de5124ce6a4ba000c8,data_PROFESS_2026-06-27.xlsx,Sheet1,80,2026,1.0,high,1,info,2026-01-21,D002-0000088,09e5b204-a107-4388-8623-7f181543057d,male,33,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2021-01-21,Actif,,oui,sante_maternelle nutrition vaccination,oui,gilet gai sac_a_dos,oui,indemnité,1-3,oui,non,a_pied,21,2,128,oui
community,worker,chw_712823f5cd7b8e512e72078c,712823f5cd7b8e512e72078c,data_PROFESS_2026-06-27.xlsx,Sheet1,81,2026,1.0,high,1,info,2026-01-21,D002-0000089,d1b0f776-6c2e-4d46-b25c-fa6859c9c466,male,30,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant vaccination,oui,gilet sac_a_dos,oui,indemnité,aucun,non,non,a_pied,9,2,58,oui
community,worker,chw_66bc8bc54319ecd8380eedd6,66bc8bc54319ecd8380eedd6,data_PROFESS_2026-06-27.xlsx,Sheet1,82,2026,1.0,high,1,info,2026-01-21,D002-0000090,d4ab9355-9745-4eb0-8787-8206b4824b6b,male,31,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle nutrition vaccination,oui,gilet sac_a_dos,oui,indemnité,aucun,oui,non,a_pied,2,2,80,oui
community,worker,chw_012b6b7663acd7a383479537,012b6b7663acd7a383479537,data_PROFESS_2026-06-27.xlsx,Sheet1,83,2026,1.0,high,1,info,2026-01-21,D002-0000091,2840fd90-b8cb-44bc-8ba3-20a1d1a20f7e,female,55,rc,AC spécifique,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Antanivao,Accès normale,CSB2 Ambahikily,2006-01-21,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,t_shirt gilet gai sac_a_dos,oui,indemnité,1-3,oui,non,a_pied,2,1,28,oui
community,worker,chw_4ee551a8b79ceac59327be85,4ee551a8b79ceac59327be85,data_PROFESS_2026-06-27.xlsx,Sheet1,84,2026,1.0,high,1,info,2026-01-21,D002-0000102,0b5a209c-50d2-4bed-a678-49d199803444,male,42,rc,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2008-01-21,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,t_shirt gilet gai sac_a_dos,oui,indemnité,1-3,oui,oui,a_pied,4,1,420,oui
community,worker,chw_7458e1c249f0f17bf26d1966,7458e1c249f0f17bf26d1966,data_PROFESS_2026-06-27.xlsx,Sheet1,85,2026,1.0,high,1,info,2026-01-21,D002-0000103,ec7b4d1c-25a7-48a3-8dea-7656eaee1c61,male,26,ac,AC base,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle nutrition vaccination,oui,gilet sac_a_dos,oui,indemnité,aucun,non,non,a_pied,3,1,200,oui
community,worker,chw_fa660ed8a644757f42d6e697,fa660ed8a644757f42d6e697,data_PROFESS_2026-06-27.xlsx,Sheet1,86,2026,1.0,high,1,info,2026-01-21,D002-0000104,4e8968d6-c7f7-415f-aceb-6fafad0d079a,female,22,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Antanivao,Accès normale,CSB2 Ambahikily,2024-01-21,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos,oui,indemnité,1-3,oui,non,a_pied,1,1,60,oui
community,worker,chw_6170c51192998f3f6b7eb81e,6170c51192998f3f6b7eb81e,data_PROFESS_2026-06-27.xlsx,Sheet1,87,2026,1.0,high,1,info,2026-01-21,D002-0000040,79f0a149-65c0-4002-87c7-b62c978396d3,female,23,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités de formation,1-3,oui,non,a_pied,16,2,30,oui
community,worker,chw_304d21d6c7c7cd275c111851,304d21d6c7c7cd275c111851,data_PROFESS_2026-06-27.xlsx,Sheet1,88,2026,1.0,high,1,info,2026-01-21,D002-0000040,67ddef5e-06c7-43b0-9086-f4f1382a2581,male,29,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Enclavés,CSB2 Ambahikily,2024-07-20,Non-Actif,Pas registre,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indmnités de Formation,1-3,oui,non,a_pied,15,1,50,oui
community,worker,chw_9048e0ce472ea9a1eae2f612,9048e0ce472ea9a1eae2f612,data_PROFESS_2026-06-27.xlsx,Sheet1,89,2026,1.0,high,1,info,2026-01-21,D002-0000042,1af8f5d4-f33d-4f12-8667-fe75b6bc1190,male,21,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination tb,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,7,1,320,oui
community,worker,chw_64ec6bb566b1bfef0c7b9c78,64ec6bb566b1bfef0c7b9c78,data_PROFESS_2026-06-27.xlsx,Sheet1,90,2026,1.0,high,1,info,2026-01-21,D002-0000062,97f0db7a-71cc-4fc6-9a95-8bc99fd8a58a,male,30,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,10,2,30,oui
community,worker,chw_5be553984dbec3368eeb30c5,5be553984dbec3368eeb30c5,data_PROFESS_2026-06-27.xlsx,Sheet1,91,2026,1.0,high,1,info,2026-01-21,D002-0000063,a503480d-a0d6-4373-991d-dad088700f53,male,37,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Ambalamoa,Eloignés,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,2,3,80,oui
community,worker,chw_280319c9fad721efc6bf50b4,280319c9fad721efc6bf50b4,data_PROFESS_2026-06-27.xlsx,Sheet1,92,2026,1.0,high,1,info,2026-01-21,D002-0000064,05309bad-655d-4074-9b36-736ec6485439,male,41,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Antanivao,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,3,2,63,oui
community,worker,chw_83d51cca3fd5ffe285199dc5,83d51cca3fd5ffe285199dc5,data_PROFESS_2026-06-27.xlsx,Sheet1,93,2026,1.0,high,1,info,2026-01-21,D002-0000065,28558e7c-3efe-4d68-a4a0-c45756981ace,male,31,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,11,2,300,oui
community,worker,chw_a3c7bd5982b9afb6e415061c,a3c7bd5982b9afb6e415061c,data_PROFESS_2026-06-27.xlsx,Sheet1,94,2026,1.0,high,1,info,2026-01-21,D002-0000066,a8da75d6-9887-4a81-964f-c57789658dc3,male,48,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Tsianihy,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,6,1,200,oui
community,worker,chw_32856472c045038187fd1e3c,32856472c045038187fd1e3c,data_PROFESS_2026-06-27.xlsx,Sheet1,95,2026,1.0,high,1,info,2026-01-21,D002-0000067,45ea6aac-52fe-471a-9936-461f0931351a,male,29,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Andranomanintsy,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,9,2,250,oui
community,worker,chw_b8e9ef406a2c114500ffbee0,b8e9ef406a2c114500ffbee0,data_PROFESS_2026-06-27.xlsx,Sheet1,96,2026,1.0,high,1,info,2026-01-21,D002-0000068,ac77d978-1f9b-46d7-b617-88e9661cd230,male,27,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Namatoa,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,qindemnités de Formation,1-3,oui,non,a_pied,7,1,148,oui
community,worker,chw_16a129c852ba4c0be78b0533,16a129c852ba4c0be78b0533,data_PROFESS_2026-06-27.xlsx,Sheet1,97,2026,1.0,high,1,info,2026-01-21,D002-0000069,fdc07e4d-2486-49fb-ab6b-126627951b80,female,29,ac,AC essentiel,Atsimo-Andrefana,Morombe,Atsimo-Andrefana|Morombe|Ambahikily,Andranomanintsy,Accès normale,CSB2 Ambahikily,2024-07-20,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,sac_a_dos autre,oui,Indemnités de Formation,1-3,oui,non,a_pied,10,2,120,oui
